0.475;1.463
0.488;1.499
0.497;1.466
0.481;1.430
0.505;1.360
0.494;1.383
0.519;1.314
0.506;1.266
0.493;1.278
0.494;1.282
0.507;1.263
0.533;1.227
0.520;1.260
0.515;1.329
0.519;1.307
0.533;1.305
0.537;1.240
0.542;1.252
0.521;1.271
0.536;1.267
0.525;1.266
0.548;1.167
0.536;1.295
0.538;1.258
0.520;1.287
0.541;1.220
0.544;1.153
0.531;1.216
0.555;1.167
0.512;1.295
0.563;1.249
0.536;1.284
0.561;1.168
0.516;1.343
0.545;1.285
0.574;1.221
0.547;1.239
0.550;1.247
0.564;1.147
0.548;1.120
0.551;1.130
0.563;1.089
0.579;1.101
0.559;1.140
0.562;1.153
0.581;1.136
0.557;1.160
0.586;1.072
0.565;1.159
0.563;1.198
0.577;1.136
0.566;1.171
0.563;1.177
0.569;1.141
0.599;1.061
0.576;1.088
0.573;1.087
0.588;1.056
0.597;1.061
0.581;1.120
0.592;1.108
0.591;1.131
0.577;1.134
0.585;1.105
0.589;1.052
0.594;1.056
0.594;1.050
0.578;1.082
0.595;1.096
0.586;1.100
0.583;1.146
0.561;1.141
0.599;1.101
0.580;1.073
0.604;1.039
0.582;1.080
0.585;1.060
0.586;1.026
0.582;1.039
0.584;1.010
0.593;1.021
0.590;1.033
0.589;1.080
0.584;1.061
0.602;1.015
0.573;1.109
0.612;1.083
0.584;1.145
0.591;1.062
0.587;1.082
0.585;1.045
0.574;1.068
0.604;1.001
0.592;1.016
0.603;1.010
0.603;1.026
0.583;1.059
0.575;1.052
0.599;1.043
0.588;1.087
0.608;1.040
0.584;1.087
0.605;1.128
0.575;1.121
0.594;1.031
0.593;1.039
0.587;1.020
0.591;1.001
0.579;1.045
0.598;1.028
0.566;1.050
0.590;1.049
0.596;1.043
0.616;1.027
0.584;1.049
0.598;1.041
0.583;1.081
0.637;0.996
